Trap,Latitude,Longitude,vert_dist_mid,horz_dist_mid,mid,vert_dist_ohare,horz_dist_ohare,ohare,airport_neg,airport
T158,41.682587,-87.707973,0.1041968,-0.0470725,0.114336317006,0.312413,-0.225027,0.385018224631,0.270681907625,Midway
T158,41.682587,-87.707973,0.1041968,-0.0470725,0.114336317006,0.312413,-0.225027,0.385018224631,0.270681907625,Midway
T158,41.682587,-87.707973,0.1041968,-0.0470725,0.114336317006,0.312413,-0.225027,0.385018224631,0.270681907625,Midway
T158,41.682587,-87.707973,0.1041968,-0.0470725,0.114336317006,0.312413,-0.225027,0.385018224631,0.270681907625,Midway
T158,41.682587,-87.707973,0.1041968,-0.0470725,0.114336317006,0.312413,-0.225027,0.385018224631,0.270681907625,Midway
T162,41.725517,-87.614258,0.0612668,-0.1407875,0.153540681705,0.269483,-0.318742,0.417393758761,0.263853077056,Midway
T162,41.725517,-87.614258,0.0612668,-0.1407875,0.153540681705,0.269483,-0.318742,0.417393758761,0.263853077056,Midway
T218,41.948167,-87.730698,-0.1613832,-0.0243475,0.163209491141,0.046833,-0.202302,0.207652182972,0.044442691831,Midway
T218,41.948167,-87.730698,-0.1613832,-0.0243475,0.163209491141,0.046833,-0.202302,0.207652182972,0.044442691831,Midway
T220,41.963976,-87.69181,-0.1771922,-0.0632355,0.188137726682,0.031024,-0.24119,0.243177105575,0.0550393788933,Midway
T220,41.963976,-87.69181,-0.1771922,-0.0632355,0.188137726682,0.031024,-0.24119,0.243177105575,0.0550393788933,Midway
T001,41.953705,-87.733974,-0.1669212,-0.0210715,0.16824593642,0.041295,-0.199026,0.203264915076,0.0350189786568,Midway
T001,41.953705,-87.733974,-0.1669212,-0.0210715,0.16824593642,0.041295,-0.199026,0.203264915076,0.0350189786568,Midway
T003,41.964242,-87.757639,-0.1774582,0.0025935,0.177477150612,0.030758,-0.175361,0.17803801528,0.000560864668076,Midway
T003,41.964242,-87.757639,-0.1774582,0.0025935,0.177477150612,0.030758,-0.175361,0.17803801528,0.000560864668076,Midway
T003,41.964242,-87.757639,-0.1774582,0.0025935,0.177477150612,0.030758,-0.175361,0.17803801528,0.000560864668076,Midway
T003,41.964242,-87.757639,-0.1774582,0.0025935,0.177477150612,0.030758,-0.175361,0.17803801528,0.000560864668076,Midway
T006,41.990284,-87.797127,-0.2035002,0.0420815,0.207805640064,0.00471599999999,-0.135873,0.135954818911,-0.0718508211532,Ohare
T006,41.990284,-87.797127,-0.2035002,0.0420815,0.207805640064,0.00471599999999,-0.135873,0.135954818911,-0.0718508211532,Ohare
T008,42.008314,-87.777921,-0.2215302,0.0228755,0.222708145366,-0.013314,-0.155079,0.155649474259,-0.0670586711071,Ohare
T008,42.008314,-87.777921,-0.2215302,0.0228755,0.222708145366,-0.013314,-0.155079,0.155649474259,-0.0670586711071,Ohare
T012,41.991429,-87.747113,-0.2046452,-0.0079325,0.204798882905,0.003571,-0.185887,0.185921297355,-0.0188775855508,Ohare
T012,41.991429,-87.747113,-0.2046452,-0.0079325,0.204798882905,0.003571,-0.185887,0.185921297355,-0.0188775855508,Ohare
T034,41.843811,-87.686763,-0.0570272,-0.0682825,0.0889640452435,0.151189,-0.246237,0.28894770096,0.199983655716,Midway
T034,41.843811,-87.686763,-0.0570272,-0.0682825,0.0889640452435,0.151189,-0.246237,0.28894770096,0.199983655716,Midway
T034,41.843811,-87.686763,-0.0570272,-0.0682825,0.0889640452435,0.151189,-0.246237,0.28894770096,0.199983655716,Midway
T037,41.921177,-87.79518,-0.1343932,0.0401345,0.140258013306,0.073823,-0.13782,0.156346371013,0.0160883577074,Midway
T037,41.921177,-87.79518,-0.1343932,0.0401345,0.140258013306,0.073823,-0.13782,0.156346371013,0.0160883577074,Midway
T043,41.857402,-87.694991,-0.0706182,-0.0600545,0.0927009878129,0.137598,-0.238009,0.274920886229,0.182219898416,Midway
T043,41.857402,-87.694991,-0.0706182,-0.0600545,0.0927009878129,0.137598,-0.238009,0.274920886229,0.182219898416,Midway
T047,41.868142,-87.696269,-0.0813582,-0.0587765,0.100368489375,0.126858,-0.236731,0.268578700803,0.168210211428,Midway
T047,41.868142,-87.696269,-0.0813582,-0.0587765,0.100368489375,0.126858,-0.236731,0.268578700803,0.168210211428,Midway
T051,41.846283,-87.656913,-0.0594992,-0.0981325,0.114761240656,0.148717,-0.276087,0.313593331654,0.198832090998,Midway
T051,41.846283,-87.656913,-0.0594992,-0.0981325,0.114761240656,0.148717,-0.276087,0.313593331654,0.198832090998,Midway
T085,41.721474,-87.648064,0.0653098,-0.1069815,0.125341179659,0.273526,-0.284936,0.394974678647,0.269633498988,Midway
T085,41.721474,-87.648064,0.0653098,-0.1069815,0.125341179659,0.273526,-0.284936,0.394974678647,0.269633498988,Midway
T088,41.869107,-87.696293,-0.0823232,-0.0587525,0.101138348387,0.125893,-0.236707,0.268103060963,0.166964712576,Midway
T088,41.869107,-87.696293,-0.0823232,-0.0587525,0.101138348387,0.125893,-0.236707,0.268103060963,0.166964712576,Midway
T088,41.869107,-87.696293,-0.0823232,-0.0587525,0.101138348387,0.125893,-0.236707,0.268103060963,0.166964712576,Midway
T161,41.719059,-87.675088,0.0677248,-0.0799575,0.104784781058,0.275941,-0.257912,0.377706281686,0.272921500628,Midway
T161,41.719059,-87.675088,0.0677248,-0.0799575,0.104784781058,0.275941,-0.257912,0.377706281686,0.272921500628,Midway
T219,41.966987,-87.674677,-0.1802032,-0.0803685,0.197312668327,0.028013,-0.258323,0.259837450145,0.0625247818179,Midway
T219,41.966987,-87.674677,-0.1802032,-0.0803685,0.197312668327,0.028013,-0.258323,0.259837450145,0.0625247818179,Midway
T013,41.923738,-87.785288,-0.1369542,0.0302425,0.140253562179,0.071262,-0.147712,0.164003376758,0.023749814579,Midway
T013,41.923738,-87.785288,-0.1369542,0.0302425,0.140253562179,0.071262,-0.147712,0.164003376758,0.023749814579,Midway
T013,41.923738,-87.785288,-0.1369542,0.0302425,0.140253562179,0.071262,-0.147712,0.164003376758,0.023749814579,Midway
T013,41.923738,-87.785288,-0.1369542,0.0302425,0.140253562179,0.071262,-0.147712,0.164003376758,0.023749814579,Midway
T014,41.970248,-87.787992,-0.1834642,0.0329465,0.186398992873,0.024752,-0.145008,0.147105341739,-0.039293651134,Ohare
T014,41.970248,-87.787992,-0.1834642,0.0329465,0.186398992873,0.024752,-0.145008,0.147105341739,-0.039293651134,Ohare
T018,42.010412,-87.66214,-0.2236282,-0.0929055,0.242159046425,-0.015412,-0.27086,0.271298118947,0.0291390725216,Midway
T018,42.010412,-87.66214,-0.2236282,-0.0929055,0.242159046425,-0.015412,-0.27086,0.271298118947,0.0291390725216,Midway
T030,41.89923,-87.716788,-0.1124462,-0.0382575,0.118776193746,0.09577,-0.216212,0.236473089048,0.117696895303,Midway
T030,41.89923,-87.716788,-0.1124462,-0.0382575,0.118776193746,0.09577,-0.216212,0.236473089048,0.117696895303,Midway
T084,41.692555,-87.598865,0.0942288,-0.1561805,0.18240453758,0.302445,-0.334135,0.450687448516,0.268282910936,Midway
T084,41.692555,-87.598865,0.0942288,-0.1561805,0.18240453758,0.302445,-0.334135,0.450687448516,0.268282910936,Midway
T144,41.94016,-87.794896,-0.1533762,0.0398505,0.15846867538,0.05484,-0.138104,0.148593877451,-0.00987479792872,Ohare
T144,41.94016,-87.794896,-0.1533762,0.0398505,0.15846867538,0.05484,-0.138104,0.148593877451,-0.00987479792872,Ohare
T144,41.94016,-87.794896,-0.1533762,0.0398505,0.15846867538,0.05484,-0.138104,0.148593877451,-0.00987479792872,Ohare
T144,41.94016,-87.794896,-0.1533762,0.0398505,0.15846867538,0.05484,-0.138104,0.148593877451,-0.00987479792872,Ohare
T160,41.903002,-87.688267,-0.1162182,-0.0667785,0.134037450265,0.091998,-0.244733,0.261453386463,0.127415936198,Midway
T160,41.903002,-87.688267,-0.1162182,-0.0667785,0.134037450265,0.091998,-0.244733,0.261453386463,0.127415936198,Midway
T005,41.942114,-87.776385,-0.1553302,0.0213395,0.156789174666,0.052886,-0.156615,0.165303318844,0.00851414417897,Midway
T005,41.942114,-87.776385,-0.1553302,0.0213395,0.156789174666,0.052886,-0.156615,0.165303318844,0.00851414417897,Midway
T017,41.960616,-87.777189,-0.1738322,0.0221435,0.175236892089,0.034384,-0.155811,0.159559791856,-0.0156771002336,Ohare
T017,41.960616,-87.777189,-0.1738322,0.0221435,0.175236892089,0.034384,-0.155811,0.159559791856,-0.0156771002336,Ohare
T044,41.883284,-87.705085,-0.0965002,-0.0499605,0.108666186831,0.111716,-0.227915,0.253822205256,0.145156018425,Midway
T095,41.704336,-87.703736,0.0824478,-0.0513095,0.0971097549945,0.290664,-0.229264,0.37019932819,0.273089573195,Midway
T095,41.704336,-87.703736,0.0824478,-0.0513095,0.0971097549945,0.290664,-0.229264,0.37019932819,0.273089573195,Midway
T095,41.704336,-87.703736,0.0824478,-0.0513095,0.0971097549945,0.290664,-0.229264,0.37019932819,0.273089573195,Midway
T004,41.962728,-87.748367,-0.1759442,-0.00667849999999,0.176070905819,0.032272,-0.184633,0.1874321922,0.0113612863814,Midway
T035,41.836644,-87.677737,-0.0498602,-0.0773085,0.0919926285976,0.158356,-0.255263,0.300392779382,0.208400150785,Midway
T035,41.836644,-87.677737,-0.0498602,-0.0773085,0.0919926285976,0.158356,-0.255263,0.300392779382,0.208400150785,Midway
T035,41.836644,-87.677737,-0.0498602,-0.0773085,0.0919926285976,0.158356,-0.255263,0.300392779382,0.208400150785,Midway
T036,41.837085,-87.729384,-0.0503012,-0.0256615,0.0564687816735,0.157915,-0.203616,0.257675421181,0.201206639508,Midway
T036,41.837085,-87.729384,-0.0503012,-0.0256615,0.0564687816735,0.157915,-0.203616,0.257675421181,0.201206639508,Midway
T036,41.837085,-87.729384,-0.0503012,-0.0256615,0.0564687816735,0.157915,-0.203616,0.257675421181,0.201206639508,Midway
T039,41.911824,-87.726737,-0.1250402,-0.0283085,0.128204612976,0.083176,-0.206263,0.222402050676,0.0941974377004,Midway
T039,41.911824,-87.726737,-0.1250402,-0.0283085,0.128204612976,0.083176,-0.206263,0.222402050676,0.0941974377004,Midway
T039,41.911824,-87.726737,-0.1250402,-0.0283085,0.128204612976,0.083176,-0.206263,0.222402050676,0.0941974377004,Midway
T060,41.823065,-87.678378,-0.0362812,-0.0766675,0.0848188129467,0.171935,-0.254622,0.307236077161,0.222417264214,Midway
T061,41.801179,-87.679447,-0.0143952,-0.0755985,0.076956838457,0.193821,-0.253553,0.319148404116,0.242191565659,Midway
T061,41.801179,-87.679447,-0.0143952,-0.0755985,0.076956838457,0.193821,-0.253553,0.319148404116,0.242191565659,Midway
T062,41.800737,-87.71188,-0.0139532,-0.0431655,0.045364657835,0.194263,-0.22112,0.294333429241,0.248968771406,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T065,41.778297,-87.752411,0.00848680000001,-0.0026345,0.00888630207061,0.216703,-0.180589,0.282086116514,0.273199814443,Midway
T066,41.77166,-87.703047,0.0151238,-0.0519985,0.0541532393185,0.22334,-0.229953,0.320560661668,0.266407422349,Midway
T066,41.77166,-87.703047,0.0151238,-0.0519985,0.0541532393185,0.22334,-0.229953,0.320560661668,0.266407422349,Midway
T066,41.77166,-87.703047,0.0151238,-0.0519985,0.0541532393185,0.22334,-0.229953,0.320560661668,0.266407422349,Midway
T067,41.759346,-87.745602,0.0274378,-0.00944349999999,0.0290174526982,0.235654,-0.187398,0.301082742979,0.272065290281,Midway
T067,41.759346,-87.745602,0.0274378,-0.00944349999999,0.0290174526982,0.235654,-0.187398,0.301082742979,0.272065290281,Midway
T069,41.768388,-87.678649,0.0183958,-0.0763965,0.0785800907984,0.226612,-0.254351,0.340657349466,0.262077258667,Midway
T069,41.768388,-87.678649,0.0183958,-0.0763965,0.0785800907984,0.226612,-0.254351,0.340657349466,0.262077258667,Midway
T070,41.797616,-87.797894,-0.0108322,0.0428485,0.0441964988329,0.197384,-0.135106,0.239194637674,0.194998138841,Midway
T070,41.797616,-87.797894,-0.0108322,0.0428485,0.0441964988329,0.197384,-0.135106,0.239194637674,0.194998138841,Midway
T071,41.781416,-87.776532,0.0053678,0.0214865,0.0221468498683,0.213584,-0.156468,0.264764725898,0.24261787603,Midway
T073,41.773215,-87.60088,0.0135688,-0.1541655,0.154761473641,0.221785,-0.33212,0.399364846506,0.244603372865,Midway
T073,41.773215,-87.60088,0.0135688,-0.1541655,0.154761473641,0.221785,-0.33212,0.399364846506,0.244603372865,Midway
T074,41.822536,-87.666343,-0.0357522,-0.0887025,0.0956365689006,0.172464,-0.266657,0.317568554717,0.221931985816,Midway
T074,41.822536,-87.666343,-0.0357522,-0.0887025,0.0956365689006,0.172464,-0.266657,0.317568554717,0.221931985816,Midway
T074,41.822536,-87.666343,-0.0357522,-0.0887025,0.0956365689006,0.172464,-0.266657,0.317568554717,0.221931985816,Midway
T074,41.822536,-87.666343,-0.0357522,-0.0887025,0.0956365689006,0.172464,-0.266657,0.317568554717,0.221931985816,Midway
T075,41.799282,-87.585487,-0.0124982,-0.1695585,0.170018498774,0.195718,-0.347513,0.398836834674,0.2288183359,Midway
T075,41.799282,-87.585487,-0.0124982,-0.1695585,0.170018498774,0.195718,-0.347513,0.398836834674,0.2288183359,Midway
T075,41.799282,-87.585487,-0.0124982,-0.1695585,0.170018498774,0.195718,-0.347513,0.398836834674,0.2288183359,Midway
T076,41.794781,-87.615989,-0.0079972,-0.1390565,0.139286271398,0.200219,-0.317011,0.374944825384,0.235658553985,Midway
T077,41.778748,-87.586427,0.0080358,-0.1686185,0.168809871228,0.216252,-0.346573,0.408506758614,0.239696887386,Midway
T079,41.766202,-87.562889,0.0205818,-0.1921565,0.193255610484,0.228798,-0.370111,0.435121451005,0.241865840521,Midway
T079,41.766202,-87.562889,0.0205818,-0.1921565,0.193255610484,0.228798,-0.370111,0.435121451005,0.241865840521,Midway
T079,41.766202,-87.562889,0.0205818,-0.1921565,0.193255610484,0.228798,-0.370111,0.435121451005,0.241865840521,Midway
T080,41.754676,-87.612922,0.0321078,-0.1421235,0.145705182039,0.240324,-0.320078,0.400256856356,0.254551674317,Midway
T080,41.754676,-87.612922,0.0321078,-0.1421235,0.145705182039,0.240324,-0.320078,0.400256856356,0.254551674317,Midway
T081,41.821582,-87.627796,-0.0347982,-0.1272495,0.131921757013,0.173418,-0.305204,0.351031742639,0.219109985625,Midway
T081,41.821582,-87.627796,-0.0347982,-0.1272495,0.131921757013,0.173418,-0.305204,0.351031742639,0.219109985625,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T082,41.803423,-87.642984,-0.0166392,-0.1120615,0.11329008235,0.191577,-0.290016,0.347578807157,0.234288724807,Midway
T083,41.754292,-87.590773,0.0324918,-0.1642725,0.167454982976,0.240708,-0.342227,0.418401315477,0.250946332501,Midway
T114,41.798697,-87.736812,-0.0119132,-0.0182335,0.0217803777857,0.196303,-0.196188,0.277533059568,0.255752681782,Midway
T114,41.798697,-87.736812,-0.0119132,-0.0182335,0.0217803777857,0.196303,-0.196188,0.277533059568,0.255752681782,Midway
T114,41.798697,-87.736812,-0.0119132,-0.0182335,0.0217803777857,0.196303,-0.196188,0.277533059568,0.255752681782,Midway
T114,41.798697,-87.736812,-0.0119132,-0.0182335,0.0217803777857,0.196303,-0.196188,0.277533059568,0.255752681782,Midway
T155,41.776156,-87.778927,0.0106278,0.0238815,0.0261395519298,0.218844,-0.154073,0.267640030012,0.241500478083,Midway
T155,41.776156,-87.778927,0.0106278,0.0238815,0.0261395519298,0.218844,-0.154073,0.267640030012,0.241500478083,Midway
T063,41.82561,-87.726549,-0.0388262,-0.0284965,0.0481614401642,0.16939,-0.206451,0.267048661298,0.218887221134,Midway
T063,41.82561,-87.726549,-0.0388262,-0.0284965,0.0481614401642,0.16939,-0.206451,0.267048661298,0.218887221134,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T138,41.726465,-87.585413,0.0603188,-0.1696325,0.180037614652,0.268535,-0.347587,0.439235436633,0.259197821981,Midway
T138,41.726465,-87.585413,0.0603188,-0.1696325,0.180037614652,0.268535,-0.347587,0.439235436633,0.259197821981,Midway
T107,41.729669,-87.582699,0.0571148,-0.1723465,0.181563808181,0.265331,-0.350301,0.439444342508,0.257880534326,Midway
T107,41.729669,-87.582699,0.0571148,-0.1723465,0.181563808181,0.265331,-0.350301,0.439444342508,0.257880534326,Midway
T072,41.74785,-87.702716,0.0389338,-0.0523295,0.0652243616503,0.24715,-0.230284,0.337807405419,0.272583043769,Midway
T097,41.644612,-87.604498,0.1421718,-0.1505475,0.20706851637,0.350388,-0.328502,0.480297110701,0.273228594332,Midway
T097,41.644612,-87.604498,0.1421718,-0.1505475,0.20706851637,0.350388,-0.328502,0.480297110701,0.273228594332,Midway
T099,41.733643,-87.55551,0.0531408,-0.1995355,0.206490581831,0.261357,-0.37749,0.459136343093,0.252645761262,Midway
T099,41.733643,-87.55551,0.0531408,-0.1995355,0.206490581831,0.261357,-0.37749,0.459136343093,0.252645761262,Midway
T100,41.717753,-87.531657,0.0690308,-0.2233885,0.233811191522,0.277247,-0.401343,0.487793094107,0.253981902585,Midway
T100,41.717753,-87.531657,0.0690308,-0.2233885,0.233811191522,0.277247,-0.401343,0.487793094107,0.253981902585,Midway
T102,41.750498,-87.605294,0.0362858,-0.1497515,0.15408494746,0.244502,-0.327706,0.408867277292,0.254782329831,Midway
T102,41.750498,-87.605294,0.0362858,-0.1497515,0.15408494746,0.244502,-0.327706,0.408867277292,0.254782329831,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T103,41.702724,-87.536497,0.0840598,-0.2185485,0.234156991842,0.292276,-0.396503,0.492584905559,0.258427913718,Midway
T027,41.984809,-87.728492,-0.1980252,-0.0265535,0.199797568046,0.010191,-0.204508,0.204761760456,0.00496419240942,Midway
T027,41.984809,-87.728492,-0.1980252,-0.0265535,0.199797568046,0.010191,-0.204508,0.204761760456,0.00496419240942,Midway
T156,41.772846,-87.740029,0.0139378,-0.0150165,0.0204879852863,0.222154,-0.192971,0.294262139184,0.273774153898,Midway
T156,41.772846,-87.740029,0.0139378,-0.0150165,0.0204879852863,0.222154,-0.192971,0.294262139184,0.273774153898,Midway
T157,41.825902,-87.667827,-0.0391182,-0.0872185,0.095589226974,0.169098,-0.265173,0.31450095951,0.218911732536,Midway
T157,41.825902,-87.667827,-0.0391182,-0.0872185,0.095589226974,0.169098,-0.265173,0.31450095951,0.218911732536,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
T115,41.673408,-87.599862,0.1133758,-0.1551835,0.192187384336,0.321592,-0.333138,0.463036004548,0.270848620212,Midway
